ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsiDiff	turbo_p_value	majiq_p_value	leafcutter_p_value	jum_p_value
ASM348	2	3	5044	2778	1	0.009701631	0.3	NA	0.811	0.018
ASM349	6	22	8796	10278	1	0	0.0216	NA	0.261	0.0696
ASM350	5	21	3022	4297	0.060149602	0	0.00559	NA	0.255	0.207
ASM351	3	5	148	424	0.953486986	0.005026455	NA	NA	NA	NA
ASM352	6	21	1010	1617	0.824082968	0	1	NA	NA	NA
ASM353	5	29	62296	63159	1	0.253438462	0.0366	NA	0.0889	0.0172
ASM354	5	14	17567	19647	0.357031404	0.002456571	0.0514	NA	NA	0.0646
ASM355	6	16	29157	15017	NA	0.011161982	NA	NA	0.213	0.0311
ASM356	3	8	1247	479	0.355764364	0.025362319	0.322	NA	NA	0.367
ASM357	6	6	449	199	0.07846564	0.30952381	0.00402	NA	NA	NA
ASM358	4	8	138	171	0.385864905	0.116517742	1	NA	NA	NA
ASM359	2	4	218	297	0.025986108	0.117647059	NA	NA	NA	0.164
ASM360	2	5	27	16	0.567381725	0.166666667	NA	NA	NA	NA
ASM361	3	6	0	205	NA	0.493055556	NA	NA	NA	NA
ASM362	8	37	16509	29866	1	0.247946005	0.00418	NA	0.0378	0.0268
ASM363	2	4	33	91	0.338072648	0.333333333	NA	NA	NA	NA
ASM364	2	4	3175	3168	0.462561294	0.006657622	NA	NA	NA	NA
ASM365	8	19	9817	2152	1.19E-05	0.19237863	0.0815	NA	NA	0.0659
ASM366	10	24	22931	21368	1	0.666666667	0.673	NA	0.591	0.146
ASM367	2	3	1152	293	0.597838002	0.094785271	0.32	NA	NA	0.101
ASM368	2	4	13576	2704	0.715803811	0.094785271	NA	NA	NA	NA
ASM369	2	3	20	0	NA	0.333333333	NA	NA	NA	NA
ASM370	10	10	7837	7197	0.00019951	0.007142857	NA	NA	0.00182	0.0259
ASM371	9	19	4250	9814	NA	0.001399351	0.157	NA	NA	0.0907
ASM372	2	4	60584	78892	1	0.000274294	NA	NA	NA	NA
ASM373	2	3	64826	83363	0.521325014	6.12E-05	1	NA	NA	NA
ASM374	2	5	133407	172964	0.826865802	0.000274294	NA	NA	NA	NA
ASM375	3	5	2913	2721	0.243057731	0.020874283	NA	NA	NA	NA
ASM376	2	3	1269	1194	0.198497053	0.041015197	NA	NA	0.2	0.117
ASM377	6	17	2763	2140	0.001662813	0.502777778	0.000178	NA	NA	0.164
ASM378	9	9	802	741	NA	0.130571201	0.0135	NA	NA	0.219
ASM379	6	17	13718	70625	0.033688134	0.102073152	NA	NA	0.118	0.0224
ASM380	2	4	127	81	0.938780414	0	NA	NA	NA	NA
ASM381	4	7	0	1379	NA	0.4890045	NA	NA	NA	0.0804
ASM382	2	3	0	853	NA	0.983992842	NA	NA	NA	NA
ASM383	9	35	1424	0	NA	1	NA	NA	NA	NA
ASM384	4	15	20565	60110	0.369797447	0	NA	NA	NA	0.0292
ASM385	5	14	6965	8715	NA	0.041362339	NA	NA	0.0801	0.0274
ASM386	2	4	621	506	0.115381798	0.010084642	0.0301	NA	NA	NA
ASM387	2	3	269	317	0.945419479	0.032542885	0.627	NA	NA	NA
ASM388	6	20	5982	5031	0.000490946	0.194693964	0.0966	NA	0.0642	0.0426
ASM389	2	50	42359	106909	0.021118032	0.333333333	1.55E-14	0.993	4.98E-05	0.042
ASM390	6	29	20208	18679	0.093890456	0	0.803	NA	NA	0.146
ASM391	8	10	634	482	0.608068476	0.253535354	NA	NA	NA	0.138
ASM392	3	5	557	136	0.125806335	0.01273162	0.0172	NA	NA	NA
ASM393	7	12	123	671	0.012364889	0.200793651	0.000137	NA	NA	0.0554
ASM394	9	27	14123	15735	NA	0.031062182	NA	NA	NA	0.133
ASM395	4	8	4455	7991	0.565597638	0.177248677	NA	NA	0.913	0.0528
ASM396	6	18	13660	15107	0.414759994	0	0.131	NA	0.448	0.0216
ASM397	10	16	17540	21490	NA	0.021787345	0.69	NA	0.497	0.0199
ASM398	10	25	1629	1961	0.671211161	0.06998557	0.00216	NA	NA	0.0631
ASM399	3	22	6986	5340	0.022020957	0.333333333	0.00226	NA	0.145	0.0673
ASM400	4	10	239	223	0.004002365	0.666666667	1	NA	NA	NA
ASM401	7	27	6950	6625	0.008695109	0.074074074	0.00113	NA	NA	0.053
ASM402	6	18	9479	13115	0.817588643	0.185220798	0.000874	NA	0.279	0.0237
ASM403	8	30	7787	8874	5.04E-05	0.083685425	0.75	NA	0.0368	0.026
ASM404	6	7	1540	1917	0.066737934	0.161553357	3.47E-10	NA	0.13	0.0798
ASM405	2	3	2308	6004	0.553822744	0.021880786	0.105	NA	NA	0.088
ASM406	9	14	85207	162125	1	0.121055258	0.415	NA	0.0246	0.0192
ASM407	8	24	1303	2169	0.982496986	0.010714286	0.00128	NA	NA	NA
ASM408	2	22	8835	11544	0.682605117	0.021125778	1	NA	NA	NA
ASM409	10	28	22078	17823	NA	0.333333333	NA	NA	NA	0.104
ASM410	6	26	22647	14311	0.681716192	0.055161763	0.44	NA	0.0504	0.0211
ASM411	9	8	1339	2306	0.372119571	0.10967197	0.0203	NA	0.0699	0.0535
ASM412	4	6	2038	3504	0.161455949	0.024450484	0.714	NA	0.0109	0.0406
ASM413	2	10	1186	1699	0.156603749	0	NA	NA	NA	NA
ASM414	3	4	395	592	0.028790153	0.062182725	0.0145	NA	NA	NA
ASM415	3	4	22383	22117	1	0.084123918	NA	NA	0.0327	0.0165
ASM416	3	25	19109	21965	0.559572279	0.034355909	0.0362	0.77	0.469	0.0158
ASM417	2	3	3803	5976	1	0.019808754	0.372	NA	0.979	0.0392
ASM418	3	14	3372	4626	0.28516319	0.044153188	NA	NA	NA	0.296
ASM419	6	19	7688	11731	6.86E-06	0.096415117	7.60E-06	NA	0.00199	0.0229
ASM420	2	4	4306	4314	0.237637759	0.003618534	0.000939	NA	NA	0.0698
ASM421	5	18	19422	24173	0.000952256	0.054728836	NA	NA	NA	0.0491
ASM422	5	8	25385	37518	0.008051693	0.024948459	1.19E-08	NA	0.00614	0.0137
ASM423	6	15	3336	4024	0.609769008	0	0.508	NA	0.021	0.0475
ASM424	7	18	62	334	NA	0.388888889	1	NA	NA	NA
ASM425	2	4	0	187	NA	0.612121212	NA	NA	NA	NA
ASM426	2	4	1994	1419	0.269579562	0.017060103	NA	NA	NA	NA
ASM427	6	18	7565	8859	0.167871332	0.073148148	0.134	NA	0.294	0.0157
ASM428	9	20	20560	21439	0.999843799	0.549062049	0.933	NA	0.399	0.0209
ASM429	2	8	0	180	NA	1	NA	NA	NA	NA
ASM430	2	7	0	195	NA	1	NA	NA	NA	NA
ASM431	3	31	10578	17813	0.001149888	0.333333333	6.10E-08	0.575	0.00103	0.0359
ASM432	5	7	18662	23170	0.518568348	0.023489823	0.0994	NA	0.694	0.0207
ASM433	2	4	3761	906	0.122505434	0.032763533	NA	NA	NA	NA
ASM434	2	3	442	128	0.931597373	0.032763533	0.589	NA	NA	0.0662
ASM435	2	4	726	186	0.269894783	0.032763533	NA	NA	NA	NA
ASM436	2	21	1232	98	0.910348655	0.144444444	1	NA	NA	0.144
ASM437	3	7	34	0	NA	1	NA	NA	NA	NA
ASM438	5	9	534	25	0.272770785	0.267919799	0.000379	NA	NA	NA
ASM439	7	25	5692	8354	NA	0.061545322	NA	NA	0.71	0.0416
ASM440	3	6	12619	13367	0.008770745	0.114341168	NA	NA	NA	NA
ASM441	3	4	20944	17121	0.88963862	0.014267391	1	NA	NA	0.0166
ASM442	7	32	70	2115	0.000243213	0	1	NA	NA	0.286
ASM443	8	34	11972	15664	NA	0.016788331	NA	0.857	0.000772	0.0558
ASM444	2	8	3022	3189	1	0	NA	NA	NA	NA
ASM445	2	47	67725	87605	0.702356406	0.102247338	0.000298	NA	0.36	0.0283
ASM446	2	3	1925	2482	0.060754257	0.064261664	NA	NA	NA	NA
ASM447	6	13	4048	5007	NA	0.522970937	0.0625	NA	NA	0.213
ASM448	7	11	1736	3183	1	0.005680849	0.0368	NA	0.0543	0.0217
ASM449	5	22	12957	9558	NA	0	1	NA	NA	NA
ASM450	3	6	2298	1766	0.190437097	0.023901458	0.00616	NA	0.0309	0.0379
ASM451	2	4	465	1243	0.894356395	0.011112777	NA	NA	NA	NA
ASM452	3	12	5347	8519	0.291285195	0.037302073	NA	NA	0.00562	0.0273
ASM453	2	3	673	897	0.892006756	0.007002644	0.872	NA	NA	NA
ASM454	2	3	945	1271	0.060373124	0.010849493	0.01	NA	NA	0.138
ASM455	2	3	29	98	0.489423475	0.077104377	1	NA	NA	NA
ASM456	2	5	68	161	0.183845498	0.077104377	1	NA	NA	NA
ASM457	2	3	1000	2242	0.311717507	0.020361027	NA	NA	NA	0.635
ASM458	3	5	1402	1561	0.077728083	0.030831408	0.0153	NA	0.978	0.0385
ASM459	2	4	1155	1408	0.681219147	0.030831408	NA	NA	NA	NA
ASM460	11	30	4491	3297	7.34E-07	0.065441176	8.98E-05	0.00755	0.0205	0.0435
ASM461	3	26	21478	26241	1	0.125145945	2.66E-07	NA	0.00334	0.0347
ASM462	2	5	5421	9808	0.813280495	0	NA	NA	NA	NA
ASM463	6	14	3710	3664	0.000799094	0.058815764	NA	NA	NA	0.0429
ASM464	4	7	3705	6822	0.438411483	0.012795603	0.0441	NA	0.463	0.0569
ASM465	9	32	6638	16622	5.11E-05	0.205549622	2.29E-08	NA	0.000991	0.0366
ASM466	4	16	13093	21418	0.53966105	0.019292978	0.0565	NA	0.0306	0.0244
ASM467	2	3	1674	3087	0.862246573	0.015369044	0.95	NA	0.154	0.02
ASM468	6	12	3733	4006	0.446029767	0.050899412	0.31	NA	0.257	0.112
ASM469	3	4	1251	1327	0.507445153	0.021739006	0.359	NA	NA	0.254
ASM470	3	4	624	745	0.158277937	0.006073329	0.0429	NA	0.0676	0.0318
ASM471	6	12	2782	2853	0.009950139	0.016666667	NA	NA	0.0793	0.122
ASM472	9	15	26286	21064	0.318740488	0.333333333	0.0126	NA	0.904	0.0254
ASM473	3	5	428	551	0.102207649	0.010777371	0.145	NA	NA	NA
ASM474	2	4	532	659	0.491741342	0	NA	NA	NA	NA
ASM475	2	4	240	328	0.932885182	0.066923077	NA	NA	NA	NA
ASM476	4	6	13223	26079	1	0	1	NA	NA	NA
ASM477	7	27	7963	4875	NA	0.065228645	0.00229	NA	0.0209	0.0523
ASM478	7	23	556	5186	0	0.666666667	0.00232	NA	NA	NA
ASM479	4	14	7409	10454	0.381051704	0.074978213	NA	NA	NA	NA
ASM480	5	11	749	3586	0.714677515	0.019070962	NA	NA	NA	NA
ASM481	2	4	41740	35714	1	0.603849903	NA	NA	NA	0.22
ASM482	5	11	63880	55023	0.783269076	0.023313723	0.656	NA	0.713	0.0554
ASM483	2	3	197	201	0.566726963	0.013453932	1	NA	NA	NA
ASM484	2	3	1000	999	0.571555745	0.013453932	1	NA	NA	NA
ASM485	4	9	19099	3445	0.635809861	0.002781622	NA	NA	NA	NA
ASM486	6	21	1075	2224	0.190777887	0.047222222	1	NA	NA	NA
ASM487	9	28	4319	4195	0.574108518	0.074175824	0.732	NA	NA	0.232
ASM488	2	3	142	45	0.143039573	0.181547619	NA	NA	NA	0.399
ASM489	3	5	43	8	0.184173666	0.355555556	NA	NA	NA	NA
ASM490	4	25	1044	1233	0.01351997	0.017380767	0.00604	NA	NA	NA
ASM491	2	5	78	202	0.270464832	0	NA	NA	NA	NA
ASM492	2	3	284	993	0.095147177	0.018056564	0.361	NA	0.805	0.0509
ASM493	2	3	4331	6627	0.797318643	0.011693301	NA	NA	0.123	0.0332
ASM494	3	10	16922	24841	0.021863829	0	NA	NA	NA	NA
ASM495	2	4	1351	1623	0.310973254	0.014832632	0.122	NA	0.406	0.0807
ASM496	2	3	955	1195	0.12791447	0.014832632	0.031	NA	0.063	0.0476
ASM497	3	5	222	260	0.323681991	0.077727828	0.848	NA	NA	NA
ASM498	9	24	1929	3647	0.001781791	0.069803799	0.028	NA	NA	0.046
ASM499	9	25	1107	1276	NA	0.038262527	NA	NA	NA	NA
ASM500	3	14	25417	57803	1	0.001398822	NA	NA	NA	0.295
ASM501	3	7	1295	1974	0.320963758	0.032901059	NA	NA	NA	0.0485
ASM502	3	7	3288	5362	0.005520128	0.037667345	NA	NA	NA	NA
ASM503	2	29	1105	6244	0.57788515	0	NA	NA	NA	NA
ASM504	2	5	1534	2777	0.125254436	0	NA	NA	NA	NA
ASM505	5	10	1437	2755	0.026053765	0.118647322	0.249	NA	0.0483	0.08
ASM506	7	35	32772	33571	0.13781284	0.005970433	NA	NA	0.454	0.174
ASM507	5	7	10	2999	1.50E-14	0.58192796	NA	NA	NA	0.0783
ASM508	2	4	4	2161	0.810651975	0.020997979	NA	NA	NA	NA
ASM509	9	30	0	3014	NA	0.666666667	NA	NA	NA	0.15
ASM510	5	6	2147	1960	0.260704044	0.043479729	0.302	NA	0.387	0.0299
ASM511	2	3	5906	5967	0.313623975	0.002438891	NA	NA	NA	NA
ASM512	2	4	436	441	0.345336581	0.002438891	NA	NA	NA	NA
ASM513	9	17	39039	67021	0.999987262	0.034123236	0.224	NA	0.0525	0.0117
ASM514	4	7	5217	5439	0.389467647	0.042241154	0.000325	NA	NA	0.266
ASM515	2	5	41594	50680	0.187454804	0.001198503	NA	NA	NA	NA
ASM516	6	19	5686	9881	0.332319354	0.025361811	0.0079	NA	0.102	0.0418
ASM517	9	17	14597	12001	NA	0.047767629	0.131	NA	0.0609	0.0452
ASM518	2	3	368	331	0.053851857	0.045692678	0.047	NA	NA	0.267
ASM519	5	13	2250	2017	NA	0.043954694	0.000535	0.671	NA	0.0675
ASM520	6	14	7943	8479	0.658413104	0.032925323	4.30E-06	NA	0.00292	0.0666
ASM521	3	6	1676	899	0.17317865	0.048234942	0.796	NA	0.21	0.0625
ASM522	2	3	1230	695	0.033124078	0.076117714	NA	NA	0.121	0.198
ASM523	3	6	262	107	0.010556627	0.216666667	NA	NA	NA	NA
ASM524	9	14	7516	10059	0.939139551	0.040551608	0.538	NA	0.57	0.0309
ASM525	3	20	2044	0	NA	0.946393762	NA	NA	NA	1
ASM526	2	3	223	0	NA	0.959444444	NA	NA	NA	NA
ASM527	2	5	147	0	NA	0.959444444	NA	NA	NA	NA
ASM528	7	25	6551	11538	0.231857559	0	0.124	NA	0.854	0.0201
ASM529	7	9	0	1630	NA	0.44273183	NA	NA	NA	0.141
ASM530	2	5	4912	3540	0.840097632	0.03517071	NA	NA	NA	NA
ASM531	3	7	3428	2346	0.008896055	0.069257573	0.00781	NA	0.00823	0.0352
ASM532	3	24	14125	16476	1	0.06119711	2.11E-06	NA	0.149	0.0416
ASM533	2	41	21238	21232	1	0.027251388	0.00661	NA	0.134	0.0419
ASM534	6	21	2595	2659	1.01E-06	0.261519526	0.00412	NA	NA	0.0938
ASM535	2	5	905	511	0.120616602	0.103174603	NA	NA	NA	NA
ASM536	8	22	6080	3895	0.77042378	0.041055718	0.22	NA	0.285	0.0417
ASM537	6	30	16785	15698	0.526166426	0.333333333	0.151	NA	0.0494	0.0283
ASM538	6	10	1146	1242	0.215407234	0.153413511	9.09E-06	NA	NA	0.0583
ASM539	2	4	171	336	0.634490773	0.103174603	0.00684	NA	NA	NA
ASM540	2	4	1323	1583	0.26330911	0.028609836	NA	NA	NA	NA
ASM541	3	4	1965	2330	0.097026909	0.054634517	0.0262	NA	NA	NA
ASM542	7	24	4219	3144	0.055517316	0.087039813	4.20E-09	NA	0.0118	0.0388
ASM543	6	18	6434	4407	1.04E-05	0.071064038	1.76E-12	0.000766	0.000268	0.0281
ASM544	2	9	146	0	NA	1	NA	NA	NA	NA
ASM545	2	3	35	12	1	0.4	NA	NA	NA	NA
ASM546	7	9	1358	1077	0.035389839	0.06788313	0.0634	NA	0.016	0.0525
ASM547	6	13	16135	11602	0.211804626	0.022759524	NA	NA	NA	NA
ASM548	5	8	243	257	0.042492207	0.128260628	NA	NA	NA	NA
ASM549	2	9	8102	12876	1	0.00057633	NA	NA	NA	NA
ASM550	3	5	14130	15123	0.541764038	0.043633098	NA	NA	NA	0.045
ASM551	2	3	1431	1207	0.094740057	0.041052857	0.0801	NA	0.218	0.0664
ASM552	2	3	1597	1379	0.009857481	0.032090251	NA	NA	0.0204	0.0477
ASM553	4	30	10636	12060	0.839791891	0	0.000948	NA	0.0878	0.0242
ASM554	6	18	965	1702	NA	0.060444874	0.0319	NA	NA	0.122
ASM555	5	17	297	766	0.448672853	0.027777778	1	NA	NA	NA
ASM556	2	7	518	2876	0.746220981	0.070223979	NA	NA	NA	NA
ASM557	2	3	3214	4055	0.401434634	0.0626794	NA	NA	0.183	0.06
ASM558	2	3	2355	2818	0.13786531	0.067810887	0.00789	NA	0.0212	0.028
ASM559	2	8	13161	19889	1	0.333333333	NA	NA	NA	NA
ASM560	2	7	35012	154802	1	0.01349399	NA	NA	NA	0.0341
ASM561	2	4	5206	8028	0.997454698	0.003800464	NA	NA	NA	0.0355
ASM562	2	10	12	39	0.455679871	0.666666667	NA	NA	NA	NA
ASM563	5	10	9060	9549	0.325291291	0.050841012	0.108	NA	0.117	0.0152
ASM564	2	4	5591	5937	0.199129382	0.003541498	NA	NA	NA	0.18
ASM565	3	4	6880	6071	0.076271044	0.000205286	0.69	NA	0.209	0.0107
ASM566	7	7	13874	12329	0.470418103	0.009378006	0.0255	NA	0.441	0.0137
ASM567	2	4	1982	2783	0.075971836	0.016102017	NA	NA	0.381	0.105
ASM568	3	7	11754	18357	0.170764427	0.05922044	NA	NA	NA	NA
ASM569	4	6	3883	4329	0.783973891	0.02631988	0.885	NA	0.589	0.026
ASM570	2	29	12716	12853	1	0.028359651	0.264	NA	0.491	0.0429
ASM571	2	3	596	1004	0.502908183	0.007744636	0.484	NA	NA	NA
ASM572	2	3	1587	2160	0.323175392	0.05995339	0.0504	NA	0.0173	0.0359
ASM573	8	22	979	302	0.921565789	0.029761905	NA	NA	NA	NA
ASM574	3	7	2120	422	0.165298268	0.333333333	NA	NA	NA	NA
ASM575	3	11	3586	701	0.000982024	0.054094197	NA	NA	NA	NA
ASM576	4	7	247	1025	0.017095264	0.044439528	1	NA	NA	0.102
ASM577	2	4	2308	8495	0.582086941	0.024707715	NA	NA	NA	NA
ASM578	3	5	56	0	NA	0.388888889	NA	NA	NA	NA
ASM579	6	7	1345	2917	0.923167036	0.027423023	0.321	NA	0.25	0.115
ASM580	4	14	5622	9819	0.503502199	0.070473839	0.0665	NA	0.238	0.055
ASM581	8	18	3038	5347	0.869049367	0.235597736	0.371	NA	0.229	0.0643
ASM582	2	9	1350	2089	0.82479909	0	NA	NA	NA	NA
ASM583	2	6	49	122	0.832405477	0	NA	NA	NA	NA
ASM584	8	23	2195	3408	NA	0.111111111	0.0102	NA	NA	NA
ASM585	4	15	2326	3328	0.008800021	0.110504274	0.0092	NA	0.00932	0.0673
ASM586	3	30	9340	7063	1	0	0.267	NA	0.183	0.0637
ASM587	7	14	69461	166483	8.42E-06	0.001668007	1	NA	NA	NA
ASM588	7	8	8280	11967	0.247142736	0.045727777	0.172	NA	0.0536	0.0177
ASM589	2	3	303	401	0.919720195	0.006121067	0.852	NA	NA	0.103
ASM590	2	3	352	493	0.734222724	0.080795676	0.642	NA	NA	0.145
ASM591	2	4	14973	13457	0.555256626	0.004069313	NA	NA	NA	0.0404
ASM592	5	15	5176	6945	0.008694828	0.007831907	2.00E-08	NA	NA	0.0544
ASM593	3	6	2267	2891	0.680802056	0.165193765	NA	NA	NA	0.0568
ASM594	2	26	63026	49814	1	0.023367874	NA	NA	0.132	0.0298
ASM595	5	9	1787	1163	0.008388902	0.444444444	NA	NA	NA	NA
ASM596	6	11	14903	25169	1	0.024003392	0.772	NA	0.355	0.0569
ASM597	5	10	12859	15579	0.982272946	0.000378152	NA	NA	0.322	0.0271
ASM598	6	33	179089	208448	1	0.007588261	NA	NA	0.122	0.0221
ASM599	6	31	9903	14329	0.971747554	0.028625523	0.295	NA	0.264	0.0457
ASM600	3	5	205	2423	0.263528435	0.085248869	1	NA	NA	NA
ASM601	2	4	54	645	0.199580405	0.061488185	1	NA	NA	NA
ASM602	10	10	141	1920	0.39626904	0.07007653	6.75E-05	NA	NA	0.0791
ASM603	2	5	46	117	0.225569726	0.222222222	NA	NA	NA	NA
ASM604	7	13	24541	38049	0.040859654	0.034069051	0.00238	NA	0.0266	0.0126
ASM605	2	4	55	62	0.387193716	0.016666667	NA	NA	NA	NA
ASM606	2	4	72	72	0.648952732	0.016666667	NA	NA	NA	NA
ASM607	3	8	2803	3156	0.401947175	0.014080367	NA	NA	NA	0.0919
ASM608	3	7	7588	14507	0.443553926	0.103049871	NA	NA	NA	NA
ASM609	2	7	802	1508	0.640503449	0	NA	NA	0.296	0.0966
ASM610	4	19	1119	1036	0.011597323	0.208754209	0.11	NA	NA	0.239
ASM611	5	28	8428	16685	0.141049377	0.060010901	0.235	NA	NA	0.112
ASM612	2	7	1248	1625	0.637620523	0.027176527	NA	NA	NA	0.24
ASM613	3	4	1661	1838	0.584785807	0.012659702	0.42	NA	0.028	0.0633
ASM614	5	8	9916	10265	0.592151514	0.019299429	0.023	NA	NA	0.0547
ASM615	2	4	969	1239	0.232193786	0.175396825	NA	NA	NA	0.583
ASM616	2	3	0	115	NA	0.666666667	NA	NA	NA	NA
ASM617	2	10	1832	2554	0.707436091	0	NA	NA	NA	NA
ASM618	9	16	9401	12398	0.132500189	0	0.129	NA	0.227	0.0591
ASM619	2	5	2474	2929	0.260899449	0	NA	NA	NA	NA
ASM620	2	10	11823	13791	0.756561246	0	NA	NA	NA	NA
ASM621	2	5	900	1509	0.644882418	0	NA	NA	NA	NA
ASM622	2	3	350	615	0.101624092	0.018147314	0.0179	0.824	0.00613	0.1
ASM623	5	16	2467	3288	0.288556489	0.080791806	0.216	NA	NA	0.0604
ASM624	2	6	7515	11551	0.117311235	0.05834532	NA	NA	0.606	0.231
ASM625	3	8	228	149	0.879563676	0.127777778	NA	NA	NA	NA
ASM626	7	16	667	415	0.356118414	0.115909091	0.449	NA	NA	NA
ASM627	7	12	1517	1096	0.001496448	0.065813965	6.37E-14	NA	0.188	0.0568
ASM628	3	5	7871	10161	0.078590843	0.022862159	NA	NA	NA	NA
ASM629	10	12	609	936	NA	0.049460189	0.00482	NA	NA	0.145
ASM630	2	3	580	202	1	0.024703728	NA	NA	NA	NA
ASM631	9	22	6523	574	1.01E-07	0.618410853	0.000146	NA	NA	0.276
ASM632	3	11	16916	19911	0.095427625	0.023841308	0.464	NA	0.553	0.0228
ASM633	2	10	1937	1721	1	0	NA	NA	NA	NA
ASM634	2	3	6525	5340	0.448520327	0.333333333	NA	NA	NA	NA
ASM635	2	3	255	277	0.561826454	0.00638033	1	NA	NA	NA
ASM636	7	10	5915	7038	0.970180231	0.056368298	0.227	NA	NA	0.0783
ASM637	8	27	9345	8917	NA	0.12198193	NA	NA	NA	NA
ASM638	6	23	8026	17774	0.165223069	0.048807248	1	NA	NA	0.0491
ASM639	5	20	10768	13703	0.112954293	0	0.00434	NA	0.0445	0.0362
ASM640	2	6	2583	2019	0.435898545	0.013982334	NA	NA	NA	NA
ASM641	2	4	1694	1461	1	0.03973974	0.0162	NA	NA	NA
ASM642	2	4	6330	6655	0.883023003	0.012660284	NA	NA	NA	NA
ASM643	3	5	4186	4551	0.678635894	0.029492203	0.634	NA	0.969	0.0398
ASM644	6	14	32101	43722	NA	0.003594808	1	NA	1	0.036
ASM645	4	44	5725	8840	0.705752635	0.04131296	NA	NA	NA	NA
ASM646	7	20	4510	6535	0.094134425	0.333333333	0.000581	0.000023	0.00411	0.0614
ASM647	9	28	11614	12976	NA	0	0.6	NA	0.708	0.0468
ASM648	6	15	18872	33089	0.937480104	0.004859048	0.347	NA	0.125	0.0137
ASM649	6	20	740	1436	0.00011373	0.444444444	0.00334	NA	NA	NA
ASM650	3	4	390	389	0.048792246	0.180952381	6.30E-06	NA	NA	0.393
ASM651	2	3	1438	1558	0.467508236	0.050505051	NA	NA	NA	NA
ASM652	9	15	3790	3132	NA	0	0.584	NA	0.526	0.0514
ASM653	2	4	4370	5821	0.665814519	0.033028083	NA	NA	NA	NA
ASM654	5	10	6507	8212	0.734779852	0.004121727	0.77	NA	0.145	0.0295
ASM655	6	21	14977	22069	NA	0.018395211	0.0941	NA	0.17	0.0486
ASM656	4	38	12599	13126	1	0.166666667	1	NA	NA	NA
ASM657	6	10	1876	1100	0.586182544	0.069770679	0.135	NA	NA	0.378
ASM658	2	3	3184	5292	0.808316363	0.039320271	0.0703	NA	NA	0.156
ASM659	7	8	13703	14102	0.44304398	0.001924379	1	NA	NA	0.0551
ASM660	2	3	4298	4979	0.572880486	0.036918652	0.12	NA	0.101	0.13
ASM661	7	21	2946	3291	0.015636888	0.011921337	0.00441	NA	0.217	0.0393
ASM662	9	19	3846	5310	NA	0.505291005	NA	NA	0.292	0.0444
ASM663	7	20	62	5154	NA	0.75	NA	NA	NA	0.117
ASM664	4	8	4	115	0.005062506	0.442857143	NA	NA	NA	NA
ASM665	5	14	526	994	NA	0.333333333	NA	NA	NA	0.0879
ASM666	2	3	4396	6561	1	0.007871459	NA	NA	0.334	0.0631
ASM667	4	8	4168	6821	0.316163561	0.038344267	0.000147	NA	0.0589	0.0376
ASM668	4	7	5467	8068	0.661491355	0.036756977	NA	NA	0.356	0.0207
ASM669	7	13	28747	53006	0.62869787	0.036481771	0.014	NA	0.0111	0.00785
ASM670	5	6	3368	3613	0.857067479	0.013417272	0.914	NA	0.158	0.0456
ASM671	3	6	4331	4925	0.367468715	0.007746665	0.0013	NA	NA	0.169
ASM672	2	3	43	40	0.15847838	0.365079365	NA	NA	NA	NA
ASM673	2	3	782	924	0.766241725	0.043858463	0.421	NA	0.266	0.171
ASM674	3	9	3851	2573	0.001207248	0.021071823	NA	NA	0.0315	0.0662
ASM675	9	30	3538	2624	NA	0	2.76E-06	NA	0.293	0.0479
ASM676	7	16	22808	21700	1	0.011034085	0.989	NA	0.0615	0.017
ASM677	5	41	11852	12394	1.72E-08	0.067494768	0.104	0.000000287	0.0104	0.0493
ASM678	6	24	72912	53792	0.070719638	0.248927789	0.000696	NA	0.121	0.00847
ASM679	2	4	103	81	0.94689578	0	NA	NA	NA	NA
ASM680	2	4	296	257	0.197898894	0.062082362	0.819	NA	NA	0.318
ASM681	2	3	184	149	0.099082783	0.066859067	NA	NA	NA	NA
ASM682	5	5	121	157	0.152643013	0.160574148	0.0987	NA	NA	NA
ASM683	2	3	428	368	0.002307847	0.040064291	1.37E-08	NA	NA	0.094
ASM684	6	11	13190	20177	1	0.001188856	NA	NA	NA	NA
ASM685	2	3	445	524	0.080551148	0.163888889	NA	NA	NA	0.404
ASM686	3	4	209	167	0.36502691	0.149052799	NA	NA	NA	NA
ASM687	7	24	3173	2351	NA	0.08015873	0.461	NA	NA	0.174
ASM688	6	26	7375	5391	0.000309371	0.257678889	2.91E-05	0.957	0.0409	0.0713
ASM689	4	30	9322	5015	0.247200046	0	0.26	NA	0.253	0.0226
ASM690	3	8	2060	2202	0.11267486	0.095204089	0.0228	NA	0.053	0.0773
ASM691	2	3	14	6	1	0.333333333	1	NA	NA	NA
ASM692	2	3	1111	1545	0.148104899	0.058309806	0.0883	NA	NA	0.142
ASM693	2	4	5178	6856	0.95139445	0.058309806	NA	NA	NA	0.283
ASM694	6	18	10696	8621	NA	0.129156954	0.229	NA	0.426	0.0591
ASM695	2	4	4108	3340	0.57620905	0.005748835	NA	NA	NA	NA
ASM696	2	4	1468	1181	0.62604592	0.015873016	NA	NA	NA	NA
ASM697	8	25	8354	13427	NA	0	0.111	NA	0.354	0.0477
ASM698	2	3	3107	4786	0.974846947	0.001553894	0.508	NA	0.76	0.107
